TABLE_NAME                               TABLESPACE_NAME                        
OEN_RLI_BATCH                            D_A_M003                               
OEN_RLI_BATCH_QUE                        D_A_M003                               
OEN_ROLLBACK                             D_A_M003                               
OEN_ROUTE_RULE                           D_R_M004                               
OEN_SANTE_TO_CERNEA685DRR                D_A_M007                               
OEN_SCRIPT                               D_R_M004                               
OEN_SCRIPT_BODY                          D_R_M004                               
OEN_SCRIPT_HIST                          D_R_M010                               
OEN_SCRIPT_HIST_CLOB                     D_R_M010                               
OEN_SCRIPT_LIST                          D_R_M004                               
OEN_SEQUENCE                             D_R_M004                               
OEN_SEQ_STEP_R                           D_R_M004                               
OEN_STD_PROCINFO                         D_A_M003                               
OEN_STD_PROCINFO_TRAITS                  D_A_M003                               
OEN_STEP                                 D_R_M004                               
OEN_SUBSCRIBER_RULE_R                    D_R_M004                               
OEN_TELOG                                D_A_M003                               
OEN_THRESH                               D_R_M004                               
OEN_TRAIT                                D_R_M004                               
OEN_TXLOG                                D_A_M003                               
OEN_TX_MAX_STATS_LOG                     D_A_M003                               
OEN_TX_STATS_DETAIL                      D_A_M003                               
OEN_TX_STATS_LOG                         D_A_M003                               
OE_FIELD_MEANING                         D_R_M004                               
OE_FORMAT_FIELDS                         D_R_M004                               
OE_FORMAT_FIELDS_HIST                    D_R_M004                               
OMF_ABSTRACT_DATA_3766DRR                D_A_M003                               
OMF_ABSTRACT_DATA_ST                     D_A_M003                               
OMF_ABSTRACT_DEF                         D_R_M004                               
OMF_ABSTRACT_SOURCE                      D_R_M004                               
OMF_ABSTRACT_VIEW                        D_R_M004                               
OMF_ABST_CODING_RE5671DRR                D_A_M003                               
OMF_ABST_CODING_RELTN_ST                 D_A_M003                               
OMF_ACC_FACT                             D_A_M003                               
OMF_ACR_FACT                             D_A_M003                               
OMF_ACTION_PRODUCT                       D_R_M004                               
OMF_APC_CODING_ST                        D_A_M003                               
OMF_APC_CODING_ST5976DRR                 D_A_M003                               
OMF_APP_CTX_DAY_ST                       D_A_M003                               
OMF_APP_CTX_MONTH_ST                     D_A_M003                               
OMF_APP_VIEWERS                          D_R_M004                               
