"Original Value","Param Name","Param Value","Transaction Aliases"
1873819,list_role_id_10256,"${GetDynamicRoles_417_0.instanceJson.resource_lists[56].roles[1].list_role_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='role_id')"
1873818,list_role_id_10235,"${GetDynamicRoles_417_0.instanceJson.resource_lists[56].roles[0].list_role_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='role_id');(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='offset_role_id')"
26827291,double_value_8990,"${GetFlexPersonToken_300_0.instanceJson.person_tokens[0].tokens[9].double_value}","(transName='GetDynamicRoles_417_0', messageId=659624, aliases='value');(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='token_value');(transName='GetAppointmentAvailability_424_0', messageId=659961, aliases='token_value');(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='token_value');(transName='GetFlexingAppointmentInstructions_438_0', messageId=659955, aliases='value');(transName='GetDynamicRoles_588_0', messageId=659624, aliases='value');(transName='GetAppointmentAvailability_590_0', messageId=659961, aliases='token_value');(transName='GetFlexingAppointmentInstructions_596_0', messageId=659955, aliases='value');(transName='GetFlexingAppointmentInstructions_597_0', messageId=659955, aliases='value')"
12298246,slot_type_id_10843,"${GetDynamicRoles_417_0.instanceJson.resource_lists[83].roles[0].resources[0].slots[0].slot_type_id}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='slot_type_id')"
4495895,list_role_id_10380,"${GetDynamicRoles_417_0.instanceJson.resource_lists[62].roles[0].list_role_id}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='role_id');(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='offset_role_id')"
54205041,alias_17531,"${PM_GET_ALIAS_474_0.instanceJson.alias_info[0].alias}","(transName='AdmitEncounter_477_0', messageId=115551, aliases='alias')"
4495896,list_role_id_10384,"${GetDynamicRoles_417_0.instanceJson.resource_lists[62].roles[1].list_role_id}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='role_id')"
54205043,alias_18362,"${PM_GET_ALIAS_641_0.instanceJson.alias_info[0].alias}","(transName='AdmitEncounter_642_0', messageId=115551, aliases='alias')"
54205042,alias_18331,"${PM_GET_ALIAS_620_0.instanceJson.alias_info[0].alias}","(transName='AdmitEncounter_621_0', messageId=115551, aliases='alias')"
5144495,list_role_id_9486,"${GetDynamicRoles_417_0.instanceJson.resource_lists[16].roles[1].list_role_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='role_id')"
1873813,list_role_id_9537,"${GetDynamicRoles_417_0.instanceJson.resource_lists[20].roles[1].list_role_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='role_id')"
1873812,list_role_id_9520,"${GetDynamicRoles_417_0.instanceJson.resource_lists[20].roles[0].list_role_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='role_id');(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='offset_role_id')"
"FIN NBR","alias_entity_alias_type_disp_17330","${PM_GET_ALIAS_POOL_458_0.instanceJson.org[0].alias[0].alias_entity_alias_type_disp}","(transName='AdmitEncounter_477_0', messageId=115551, aliases='typemeaning');(transName='AdmitEncounter_621_0', messageId=115551, aliases='typemeaning');(transName='AdmitEncounter_642_0', messageId=115551, aliases='typemeaning')"
15820322,personnel_id_9922,"${GetDynamicRoles_417_0.instanceJson.resource_lists[38].roles[0].resources[14].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
1564809,slot_type_id_10857,"${GetDynamicRoles_417_0.instanceJson.resource_lists[84].roles[0].resources[0].slots[0].slot_type_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='slot_type_id')"
971729973,field_4086,"${GetExternalServicesByIds_230_0.instanceJson.external_services[0].external_service_parameters[0].field}","(transName='rca_call_external_service_231_0', messageId=115170, aliases='string_value');(transName='rca_call_external_service_527_0', messageId=115170, aliases='string_value')"
41137278,personnel_id_10864,"${GetDynamicRoles_417_0.instanceJson.resource_lists[84].roles[0].resources[4].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
5144494,list_role_id_9476,"${GetDynamicRoles_417_0.instanceJson.resource_lists[16].roles[0].list_role_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='role_id');(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='offset_role_id')"
4514013,personnel_id_9175,"${GetDynamicRoles_417_0.instanceJson.resource_lists[3].roles[0].resources[2].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
/revenuecycle/ares,path_952,"${GetDocument_23_0.instanceJson.document.path}","(transName='GetProfile_25_0', messageId=139005, aliases='path');(transName='GetDocument_26_0', messageId=139002, aliases='path');(transName='GetDocument_27_0', messageId=139002, aliases='path');(transName='GetDocument_34_0', messageId=139002, aliases='path');(transName='GetDocument_36_0', messageId=139002, aliases='path');(transName='GetDocument_166_0', messageId=139002, aliases='path');(transName='GetDocument_246_0', messageId=139002, aliases='path')"
"538GC PC Any",mnemonic_10560,"${GetDynamicRoles_417_0.instanceJson.resource_lists[70].roles[0].resources[0].slots[0].mnemonic}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='slot_type_mnemonic')"
8355560,personnel_id_10456,"${GetDynamicRoles_417_0.instanceJson.resource_lists[66].roles[0].resources[0].personnel_id}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='personnel_id')"
1628396,list_role_id_10488,"${GetDynamicRoles_417_0.instanceJson.resource_lists[66].roles[1].list_role_id}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='role_id')"
1628395,list_role_id_10453,"${GetDynamicRoles_417_0.instanceJson.resource_lists[66].roles[0].list_role_id}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='role_id');(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='offset_role_id')"
"538GF PC Any",mnemonic_9425,"${GetDynamicRoles_417_0.instanceJson.resource_lists[13].roles[0].resources[0].slots[0].mnemonic}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='slot_type_mnemonic')"
42111522,personnel_id_10480,"${GetDynamicRoles_417_0.instanceJson.resource_lists[66].roles[0].resources[20].personnel_id}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='personnel_id')"
28468820,personnel_id_9651,"${GetDynamicRoles_417_0.instanceJson.resource_lists[24].roles[0].resources[21].personnel_id}","(transName='GetAppointmentAvailability_424_0', messageId=659961, aliases='personnel_id');(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='personnel_id')"
788901501,ruleid_2174,"${RetrieveNotificationRuleRelationshipsByTypes_167_0.instanceJson.results[1].notificationrules[28].ruleid}","(transName='GetRuleDetailsByIds_169_0', messageId=130123, aliases='ruleid')"
1755531,list_role_id_10796,"${GetDynamicRoles_417_0.instanceJson.resource_lists[81].roles[1].list_role_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='role_id')"
1873807,list_role_id_10632,"${GetDynamicRoles_417_0.instanceJson.resource_lists[73].roles[1].list_role_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='role_id')"
1873806,list_role_id_10626,"${GetDynamicRoles_417_0.instanceJson.resource_lists[73].roles[0].list_role_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='role_id');(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='offset_role_id')"
5144488,list_role_id_9754,"${GetDynamicRoles_417_0.instanceJson.resource_lists[32].roles[0].list_role_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='role_id');(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='offset_role_id')"
788683912,ruleid_2132,"${RetrieveNotificationRuleRelationshipsByTypes_167_0.instanceJson.results[1].notificationrules[14].ruleid}","(transName='GetRuleDetailsByIds_169_0', messageId=130123, aliases='ruleid')"
5144489,list_role_id_9771,"${GetDynamicRoles_417_0.instanceJson.resource_lists[32].roles[1].list_role_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='role_id')"
1150,double_value_9018,"${GetFlexPersonToken_300_0.instanceJson.person_tokens[0].tokens[23].double_value}","(transName='GetDynamicRoles_417_0', messageId=659624, aliases='value');(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='token_value');(transName='GetAppointmentAvailability_424_0', messageId=659961, aliases='token_value');(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='token_value');(transName='GetFlexingAppointmentInstructions_438_0', messageId=659955, aliases='value');(transName='GetDynamicRoles_588_0', messageId=659624, aliases='value');(transName='GetAppointmentAvailability_590_0', messageId=659961, aliases='token_value');(transName='GetFlexingAppointmentInstructions_596_0', messageId=659955, aliases='value');(transName='GetFlexingAppointmentInstructions_597_0', messageId=659955, aliases='value')"
"687HA PC Any",mnemonic_9351,"${GetDynamicRoles_417_0.instanceJson.resource_lists[10].roles[0].resources[0].slots[0].mnemonic}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='slot_type_mnemonic')"
5144482,list_role_id_10208,"${GetDynamicRoles_417_0.instanceJson.resource_lists[54].roles[0].list_role_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='role_id');(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='offset_role_id')"
5144483,list_role_id_10222,"${GetDynamicRoles_417_0.instanceJson.resource_lists[54].roles[1].list_role_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='role_id')"
2026-04-01T13:30:00Z,end_dt_tm_11211,"${GetAppointmentAvailability_423_0.instanceJson.result_items[0].suggestions[0].participants[0].participant_date_time.end_dt_tm}","(transName='GetAppointmentInteraction_430_0', messageId=655303, aliases='appointment_end_dt_tm');(transName='sch_check_times_433_0', messageId=651603, aliases='end_dt_tm');(transName='GetAppointmentInteraction_592_0', messageId=655303, aliases='appointment_end_dt_tm');(transName='sch_check_times_593_0', messageId=651603, aliases='end_dt_tm')"
3006766651,ruleid_2216,"${RetrieveNotificationRuleRelationshipsByTypes_167_0.instanceJson.results[1].notificationrules[42].ruleid}","(transName='GetRuleDetailsByIds_169_0', messageId=130123, aliases='ruleid')"
"531GE PC Any",mnemonic_10894,"${GetDynamicRoles_417_0.instanceJson.resource_lists[85].roles[0].resources[15].slots[0].mnemonic}","(transName='GetAppointmentAvailability_424_0', messageId=659961, aliases='slot_type_mnemonic')"
8355792,personnel_id_9984,"${GetDynamicRoles_417_0.instanceJson.resource_lists[41].roles[0].resources[10].personnel_id}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='personnel_id')"
8355790,personnel_id_9618,"${GetDynamicRoles_417_0.instanceJson.resource_lists[24].roles[0].resources[4].personnel_id}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='personnel_id')"
NESSU,mnemonic_10278,"${GetDynamicRoles_417_0.instanceJson.resource_lists[57].roles[0].resources[8].slots[0].mnemonic}","(transName='GetAppointmentAvailability_424_0', messageId=659961, aliases='slot_type_mnemonic');(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='slot_type_mnemonic')"
37258361,personnel_id_9653,"${GetDynamicRoles_417_0.instanceJson.resource_lists[24].roles[0].resources[22].personnel_id}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='personnel_id')"
"757 PC Purple Any",mnemonic_9804,"${GetDynamicRoles_417_0.instanceJson.resource_lists[35].roles[0].resources[0].slots[0].mnemonic}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='slot_type_mnemonic')"
12298266,slot_type_id_9733,"${GetDynamicRoles_417_0.instanceJson.resource_lists[30].roles[0].resources[0].slots[0].slot_type_id}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='slot_type_id')"
867677631,double_value_17886,"${GetFlexPersonToken_568_0.instanceJson.person_tokens[0].tokens[0].double_value}","(transName='GetDynamicRoles_588_0', messageId=659624, aliases='value');(transName='GetAppointmentAvailability_590_0', messageId=659961, aliases='token_value');(transName='GetFlexingAppointmentInstructions_596_0', messageId=659955, aliases='value');(transName='GetFlexingAppointmentInstructions_597_0', messageId=659955, aliases='value')"
10529243,personnel_id_9442,"${GetDynamicRoles_417_0.instanceJson.resource_lists[14].roles[0].resources[3].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
4519333,personnel_id_9141,"${GetDynamicRoles_417_0.instanceJson.resource_lists[1].roles[0].resources[2].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
18902440,personnel_id_10542,"${GetDynamicRoles_417_0.instanceJson.resource_lists[68].roles[0].resources[24].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
4533634,personnel_id_10371,"${GetDynamicRoles_417_0.instanceJson.resource_lists[61].roles[0].resources[9].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
"668GC PC Any",mnemonic_10783,"${GetDynamicRoles_417_0.instanceJson.resource_lists[81].roles[0].resources[0].slots[1].mnemonic}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='slot_type_mnemonic')"
8355781,personnel_id_9628,"${GetDynamicRoles_417_0.instanceJson.resource_lists[24].roles[0].resources[9].personnel_id}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='personnel_id')"
987851165,appt_type_id_17859,"${GetAppointmentTypesBySynonymMnemonic_549_0.instanceJson.appointment_synonyms[0].appointment_type.appt_type_id}","(transName='OrdersByAppointmentTypeRetrieval_552_0', messageId=655254, aliases='appttypecd');(transName='GetDynamicRoles_588_0', messageId=659624, aliases='value');(transName='GetAppointmentAvailability_590_0', messageId=659961, aliases='token_value');(transName='GetFlexingAppointmentInstructions_596_0', messageId=659955, aliases='value');(transName='GetFlexingAppointmentInstructions_597_0', messageId=659955, aliases='value');(transName='GetAppointmentRelatedEncounterTypes_601_0', messageId=655240, aliases='appttypecd');(transName='GetAppointmentRelatedEncounterTypes_606_0', messageId=655240, aliases='appttypecd');(transName='GetAppointmentRelatedEncounterTypes_610_0', messageId=655240, aliases='appttypecd');(transName='GetAppointmentRelatedEncounterTypes_612_0', messageId=655240, aliases='appttypecd');(transName='GetAppointmentRelatedEncounterTypes_619_0', messageId=655240, aliases='appttypecd');(transName='GetAppointmentRelatedEncounterTypes_629_0', messageId=655240, aliases='appttypecd');(transName='GetAppointmentRelatedEncounterTypes_633_0', messageId=655240, aliases='appttypecd');(transName='GetAppointmentRelatedEncounterTypes_634_0', messageId=655240, aliases='appttypecd');(transName='GetAppointmentRelatedEncounterTypes_640_0', messageId=655240, aliases='appttypecd')"
